,location,title,company,salary,summary,rating,JT
9314,"New Delhi, Delhi",Customer Service Representative,Binance,NA,"
Knowledge of blockchain, crypto, and P2P payments is a big plus.
As the frontlines of the P2P market, you and the team will arbitrate customer disputes…
",NA,blockchain
9315,"Bengaluru, Karnataka",Content Strategist Intern - Technology,upGrad Campus,"₹15,000 - ₹20,000 a month","
Work hours: 9 hours per day for 5 days a week.
Role Level: Intern with conversion to an on-roll employee (based on performance).
Total work: 1 year (Preferred).
",NA,blockchain
9316,Remote,Blockchain Developer,Genesis Block,NA,"
*Understanding and passion for blockchain technology and crypto assets *.
*Experience with blockchain and crypto (Bitcoin, Ethereum, DeFi etc.*.
",NA,blockchain
9317,"Remote in Noida, Uttar Pradesh",Blockchain Developer,ClassHose India Pvt. Ltd.,"₹3,60,000 - ₹7,00,000 a year","
Ethereum development frameworks such as Truffle, Hardhat, and Ganache local blockchain.
DEX (digital asset decentralized exchange) platform.
",NA,blockchain
9318,"Bengaluru, Karnataka",newEndpoint Security,IBM,NA,"
Your clients' success depends on your ability to understand their needs and respond to requests for new services.
Required Technical and Professional Expertise.
",3.9,blockchain
9319,"Mumbai, Maharashtra",Investment Analyst/Associate,CoinDCX,NA,"
Engineering experience, preferably within the blockchain ecosystem.
Research: Research evolving trends in the global blockchain landscape, and develop theses on…
",5.0,blockchain
9320,"Remote in Sahibzada Ajit Singh Nagar, Punjab",Blockchain Developer,Webmob Software Solutions Pvt Ltd,"₹5,00,000 - ₹18,00,000 a year","
Experience*: 6 months - 3 yrs.
Our specialties include Fintech product development, Blockchain development and consultancy, website development, graphic…
",NA,blockchain
9321,"Remote in Pune, Maharashtra",newUnity Developer (Intern),Tech i-Vin Technologies,NA,"
We are looking to hire a full-time *#intern* *#Unity 3D* developer to work on mostly 2D/3D Game development & feature enhancement projects.
",NA,blockchain
9322,"Kochi, Kerala+4 locations",newSoftware Developer,IBM,NA,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9,blockchain
9323,"Remote in Bengaluru, Karnataka",newBlockchain Developer,Nu10,NA,"
Knowledge of cryptography and blockchain protocols.
Knowledge of best practices in blockchain management and data protection.
",NA,blockchain
9324,"Bengaluru, Karnataka",Node js Developer with Blockchain Knowledge,Sodio Technologies Pvt Ltd,"₹6,00,000 - ₹10,00,000 a year","
Developing and maintaining all server-side network components.
Ensuring optimal performance of the central database and responsiveness to front-end requests.
",NA,blockchain
9325,"Remote in Pune, Maharashtra+2 locations","newDirector, MDM - Opportunity for Working Remotely Pune,",VMware,NA,"
Reports to: Senior Director, Global Head of Enterprise Data Management.
Based in: India Open (Flexibility to travel once a quarter).
",4.1,blockchain
9326,"Gurgaon, Haryana",Business Development Manager for IT Services,BigDashboard.One,"₹40,000 - ₹1,00,000 a month","
Should have experience in lead generation, client interaction, account management, new client acquisition for IT services company.
",NA,blockchain
9327,"Mumbai, Maharashtra",Blockchain Developer,Avalor,NA,"
Experience in deployment of ERC-20,ERC-721,ERC-1155.
Have abstract knowledge about truffle, hardhat, chainlink, graph protocol, ganache.
",NA,blockchain
9328,"Bengaluru, Karnataka",newResearch - Research Analyst / Senior Research Analyst,Information Services Group,NA,"
The ISG Research Analyst / Senior Research Analyst will work on Data Products conducted for IT Service Providers and Enterprise Clients.
",3.5,blockchain
9329,"Gurgaon, Haryana",Blockchain Developer - LCX Exchange,LCX,"₹12,00,000 - ₹20,00,000 a year","
Deep understanding of blockchain technology.
Http://lcx.com/ is a secure and compliant platform for buying, selling, transferring, and storing digital currency.
",NA,blockchain
9330,"Temporarily Remote in Gurgaon, Haryana",Blockchain Project Manager,QuillHash Technologies Pvt Ltd,"₹20,000 a month","
You must fully comprehend the project’s objectives.
Coordinate internal resources for the flawless execution of projects.
Willing to work in a start-up.
",NA,blockchain
9331,Remote,Blockchain Developer - Integration & Support,Polygon,NA,"
Experience with blockchain and solidity programming is a must.
Familiarity with ERC20, ERC 721 and other blockchain concepts.
Competitive Salary + Token bonus.
",NA,blockchain
9332,"Remote in Chennai, Tamil Nadu",Node.js Engineer - Blockchain Team,DHL,NA,"
Familiarity with blockchain frameworks, knowledge of smart contract developments.
Research, design, develop, and test applications interacting with a blockchain…
",3.7,blockchain
9333,"Remote in Bengaluru, Karnataka",Product Operations Manager,Binance,NA,"
You will play a vital role in all aspects of the business, from creating the best possible exchange through best in-field operations, to launching new product…
",NA,blockchain
9334,"Kochi, Kerala",Blockchain Developer,2Hats Logic Solutions,NA,"
Easy accessible office in Infopark, Kochi.
Option to work from home whenever necessary.
High quality clients and projects to work on.
",NA,blockchain
9335,India,Blockchain Online Trainer,Prognoz,NA,"
1+ year experience in training in Blockchain technology.
Must have at least 70 hours experience in online training on Blockchain.
",NA,blockchain
9336,"Jaipur, Rajasthan",Crypto Project Manager,RS Growth,"₹15,000 - ₹40,000 a month","
We are looking for a professional Crypto Project Manager to coordinate and oversee our organisation’s operations.
Create workflow process and management flows.
",NA,blockchain
9337,"New Delhi, Delhi","newSr Account Manager State Government New Delhi, Delhi",VMware,NA,"
Reports to: Senior Manager - State Govt Sales.
This role is also responsible for new logo acquisition to expand coverage in North state government accounts.
",4.1,blockchain
9338,"Bengaluru, Karnataka",newPackage Consultant: SAP SCM PLM,IBM,NA,"
Our team takes on the challenge of designing, developing and re-engineering highly complex application components and integrating software packages using…
",3.9,blockchain
9339,"Gurgaon, Haryana",newContent Manager,LeewayHertz,NA,"
The topics will primarily be related to blockchain/software development/product engineering.
We are looking for a Content Manager responsible for planning,…
",NA,blockchain
9340,"Bavdhan, Pune, Maharashtra",Blockchain Developer,Perscitus Solutions,"₹7,00,000 - ₹8,00,000 a year","
2-4 years of blockchain application development experience.
Hands-on technical exposure to blockchain technologies such as Ethereum, Hyperledger, Ripple.
",NA,blockchain
9341,"Hyderabad, Telangana",Java Developer,Humancloud Technologies,"₹3,19,803 - ₹9,00,000 a year","
To production and shaped them into scalable businesses.
Development skills in Language and Framework.
Strong coding skills in Core Java.
",NA,blockchain
9342,"Kochi, Kerala",newSr. Content Design Manager,IBM,NA,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9,blockchain
9343,"Bengaluru, Karnataka",ReactJS Developer,Synergy Labs,"₹5,00,000 - ₹15,00,000 a year","
The Artificial Intelligence, Computer Vision, Machine Learning and Deep Learning Systems that we implement are proactively aligned with the latest industry…
",NA,blockchain
9344,"Noida, Uttar Pradesh",Blockchain Developer,Himotech Global PVT. LTD,"₹12,338 - ₹57,431 a month","
Be Ready To Get A Deep Dive Into New Technology As Per Business Usecases.
Research, Design, Develop, Integrate And Test Emerging Blockchain Technologies.
",NA,blockchain
9345,"Bengaluru, Karnataka",Director – Blockchain Specialist,Fidelity Investments,NA,"
Evaluating new blockchain and distributed ledger implementations.
Developing a blockchain solution for that business model.
Experience in setting up DAO.
",4.0,blockchain
9346,"Pune, Maharashtra",IT Sales Executive,Payatu Security Consulting Pvt. Ltd.,"₹20,000 - ₹80,000 a month","
Sales and negotiation skills are in your DNA.
You have a proven track record of sales.
You are comfortable with carrying sales targets and have consistently…
",NA,blockchain
9347,"Chennai, Tamil Nadu",newLead Data Modeler-Data warehouse,IBM,NA,"
To think along with clients and sell.
DW admin would be responsible for tasks, including, but not limited to, the monitoring and maintenance of DW, installation…
",3.9,blockchain
9348,"Remote in Delhi, Delhi",Content Writer(Remote),DigiSmiths.com,NA,"
The ideal candidate should be a crypto enthusiast and have a sound knowledge about the Blockchain technology in specific and the digital currency in general.
",NA,blockchain
9349,"Bengaluru, Karnataka",Director – Blockchain and AI Incubator,Fidelity Investments,NA,"
As the innovation engine for Fidelity Investments, we provide expertise to the rest of the firm on new tools and techniques, while also incubating potential new…
",4.0,blockchain
9350,Remote,Blockchain Lead,Polygon,NA,"
Must have experience in Geth (Go Ethereum) or equivalent blockchain nodes, p2p, and Golang.
Responsible for blockchain nodes development, security/audit,…
",NA,blockchain
9351,"New Delhi, Delhi",Content Marketing Specialist,Binance,NA,"
This position will identify and execute opportunities to improve Binance’s visiblity through outreach and engagement with current and future partners.
",NA,blockchain
9352,"Pune, Maharashtra",Office Business Administration (OBA),Siemens Limited,NA,"
Office Business Administration (OBA) for Pune Office.
Channel management and customer management from commercial perspective.
Team handling skill is preferred.
",4.0,blockchain
9353,"Pune, Maharashtra",Blockchain Developers,Tokyotechie,NA,"
Hands-on technical exposure in implementing Blockchain technologies such as Ethereum and Hyperledger.
Familiarity with Hyperledger Fabric and Solidity would be…
",NA,blockchain
9354,"Hybrid remote in Pune, Maharashtra",Business Analyst Operations Management,Philips,NA,"
Conducting excellent work by being invited to be staffed on projects at our (Philips and non-Philips) customers.
Organize and (co-)facilitation of workshops.
",4.0,blockchain
9355,"Kanpur, Uttar Pradesh",FULL STACK DEVELOPER,CRUBN,NA,"
You will ensure that these components and the overall application are robust and easy to maintain.
Therefore, a commitment to collaborative problem solving,…
",NA,blockchain
9356,"Mohali, Punjab",Blockchain Developer,Itsmiths,"₹12,827 - ₹49,697 a month","
Keeping up with current blockchain technologies and cryptography methods.
Collaborating with managers to determine blockchain technology needs and envisaged…
",NA,blockchain
