,location,title,company,salary,summary,rating,clean_location,clean_title
121,Remote,Data Scientist,Cliksource,,"
Experience working with clinical data.
Experience with the FHIR standard for medical data.
Familiarity with Jupyter notebooks or other data science tools.
",,,Data Scientist
122,"Bengaluru, Karnataka",newDeep Learning Engineers - INTERNSHIP,Conxai Technologies GmbH,,"
You will support the building of prototypes on real-world data.
Passionate about developing cutting-edge AI solutions that will transform the global…
",,"Bengaluru, Karnataka",Deep Learning Engineers INTERNSHIP
123,"Bengaluru, Karnataka",Data Scientist Engineer,Adobe,,"
Work closely with our engineering team to integrate data SDK (Software Development Kit) and instrument operational and behavioural events with standard data…
",4.3,"Bengaluru, Karnataka",Data Scientist Engineer
124,"Bengaluru, Karnataka",Data Scientist,Vahak,,"
Demonstrated experience applying data science methods to real-world data problems.
Present information using data visualization techniques.
",,"Bengaluru, Karnataka",Data Scientist
125,"Hyderabad, Telangana",Data Scientist (Drug Product Process Development),Novartis,,"
Data cleaning and data wrangling.
Set up databases and data pipelines.
Use data and ML methods to solve problems.
What you’ll bring to the role:
",4.1,"Hyderabad, Telangana",Data Scientist Drug Product Process Development
126,"Nagasandra (Bangalore), Karnataka",newDATA SCIENTIST,String Bio,,"
Presenting information using data visualization techniques.
Present information using data visualization techniques.
Overall experience of 2+ years.
",3.5,"Nagasandra (Bangalore), Karnataka",DATA SCIENTIST
127,"Bengaluru, Karnataka",Data Scientist,Maersk,,"
Do you have passion for data mining and machine learning algorithms?
Identify and operationalize valuable insights from the data into business and digital…
",4.1,"Bengaluru, Karnataka",Data Scientist
128,"Mumbai, Maharashtra",Data Scientist (Analyst),Transorg Analytics,,"
Experience in data mining and data analysis is preferred.
Must have a passion for data, structured or unstructured.
Why would you like to join us?
",2.0,"Mumbai, Maharashtra",Data Scientist Analyst
129,"Kochi, Kerala+1 location",Data Scientist,IBM,,"
Scripting data cleaning and gathering tools.
Computer Science fundamentals in data structures and problem solving.
Are you craving to learn more?
",3.9,"Kochi, Kerala",Data Scientist
130,"Hyderabad, Telangana+2 locations",Data Scientist,S&P Global,,"
To create data regression models, using predictive data modelling and analysing data mining algorithms to deliver insights and implement action-oriented…
",3.9,"Hyderabad, Telangana",Data Scientist
131,"Noida, Uttar Pradesh",Data Scientist,Crowe,,"
A combination of data scientists and machine learning engineers create and deploy AI functionality into software to solve complex problems.
",3.6,"Noida, Uttar Pradesh",Data Scientist
132,"Gurgaon, Haryana",newData Scientist Assistant Manager | India,Ubiquity,,"
Experience working with and creating data architectures.
Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw…
",,"Gurgaon, Haryana",Data Scientist Assistant Manager 
133,"Jaipur, Rajasthan",newGIS Data Analyst,Khushi Baby,,"
Produce reports on geographic data utilizing data visualizations.
Designing digital maps with geographic data and other data sources.
",,"Jaipur, Rajasthan",GIS Data Analyst
134,"Pune, Maharashtra",Senior Data Scientist,Icertis,,"
Define the variables and their inter-relationships and extract the data from our data repositories, leveraging infrastructure including Cloud computing…
",3.8,"Pune, Maharashtra",Senior Data Scientist
135,Remote,Data Science- Internship (Remote),International School of AI & Data Science,"₹15,000 a month","
INSAID provides online programs in artificial intelligence, machine learning & data science.
Work on case studies, class materials, and projects for the data…
",,,Data Science Internship Remote
136,"Mumbai, Maharashtra",Data Scientist,Deutsche Bank,,"
We are strong believers in data-based decision making.
Experience with relevant data providers such as Morningstar, eVestment, Broadridge.
",3.8,"Mumbai, Maharashtra",Data Scientist
137,"Bengaluru, Karnataka",newSenior Associate - Data Science,TheMathCompany,,"
We are looking for individuals who are curious, excited about learning, and navigating through the uncertainties and complexities that are associated with a…
",2.0,"Bengaluru, Karnataka",Senior Associate Data Science
138,"Bengaluru, Karnataka",Senior Data Scientist,Flipkart,,"
In a nutshell, the terabytes of daily data compounded in Flipkart’s data centres offer a dynamic mix of numerical,.
Holistic outcome at the product delivery.
",4.1,"Bengaluru, Karnataka",Senior Data Scientist
139,"Delhi, Delhi",Data Scientist,MedTourEasy,"₹8,25,000 - ₹9,15,000 a year","
Present information using data visualization techniques.
Identify valuable data sources and automate collection processes.
Analytical mind and business acumen.
",,"Delhi, Delhi",Data Scientist
140,"Noida, Uttar Pradesh",Freelance Data Analytics,Analytics Squad,"₹15,000 - ₹18,000 a month","
Experience in data extraction and data manipulation including Importing.
Research, analyze, and present data as assigned.
Analyst *- Power BI/SQL/SAS/Tableau.
",,"Noida, Uttar Pradesh",Freelance Data Analytics
141,"Chennai, Tamil Nadu",newPrincipal ML Engineer,Mr. Cooper,,"
5+ years of Hands-on experience in data classification – binomial, single and multiclass, regression – Linear, Logistic, Polynomial, Lasso; data sentiment…
",3.2,"Chennai, Tamil Nadu",Principal ML Engineer
142,"Bengaluru, Karnataka",MBOS_Data Science Engineer - Image Database,Mercedes-Benz Research and Development India...,,"
Knowledge of data warehouse technologies and relevant data modeling best practices.
Develop and maintain expertise in advanced and/or emerging data management…
",4.0,"Bengaluru, Karnataka",MBOS_Data Science Engineer Image Database
143,"Bengaluru, Karnataka",Experience Data Scientist,Microsoft,,"
Interest and/or strong experience in data visualization tools.
Own relationships with product teams to identify research questions, and partner with Engineering…
",4.2,"Bengaluru, Karnataka",Experience Data Scientist
144,"Bengaluru, Karnataka",Data Analyst (Risk Research) - Risk Analytics,GO-JEK,,"
We use big data with human intelligence to make the best decision.
Develop innovative analytical techniques and data science frameworks to detect abnormal…
",,"Bengaluru, Karnataka",Data Analyst Risk Research Risk Analytics
145,"Bengaluru, Karnataka",newData Scientist – Process Data Modelling,Shell,,"
This policy describes the processing that may be associated with your personal data and informs you that your personal data may be transferred to Royal Dutch…
",3.9,"Bengaluru, Karnataka",Data Scientist – Process Data Modelling
146,Remote,Data Science Faculty - Freelance (Remote),International School of AI & Data Science,,"
INSAID provides online programs in artificial intelligence, machine learning & data science.
Through its industry-focused programs, INSAID aims to arm working…
",,,Data Science Faculty Freelance Remote
147,"Remote in Delhi, Delhi",new36 WEEKS INTERNSHIP - Business Intelligence & Analytics,International Business Advantage an Executive...,,"
Reviewing and validating data.
Utilize company resources to curate data.
D) Familiarity with data collection software and protocol.
",,"Delhi, Delhi",36 WEEKS INTERNSHIP Business Intelligence & Analytics
148,"Gurgaon, Haryana",newSenior Analyst - Data Science,Amex,,"
2-6 Years of Experience in data analytics.
Work with unprocessed data extracted from various Amex systems.
We’ve Got Your Back.
That’s why we have.
",4.1,"Gurgaon, Haryana",Senior Analyst Data Science
149,"Chandigarh, Chandigarh",Data Scientist,CrossML Pvt Ltd,"₹8,00,000 - ₹10,00,000 a year","
Experience with data visualisation tools, such as D3.js, GGplot, etc.
Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc.
",,"Chandigarh, Chandigarh",Data Scientist
150,"Remote in Chandigarh, Chandigarh",Data Science Intern,ICS Group,"₹7,000 - ₹20,000 a month","
Freshers with practical knowledge on Numpy, Pandas, Matplotib, Seaborn & Sklearn.
Preferred working IDE - Google Collab, Jupyter Notebook.
",3.4,"Chandigarh, Chandigarh",Data Science Intern
151,India,Data Scientist,3SC Solutions,"₹15,00,000 - ₹20,00,000 a year","
Process and analyze sales data; gather additional data sources that would improve model accuracy.
Experience with large data sets.
",5.0,,Data Scientist
152,"Bengaluru, Karnataka",Data Scientist,Envestnet,,"
Lead and guide junior data scientists to deliver results.
Anticipate changes in data patterns or quality and design solutions robust to such changes.
",3.5,"Bengaluru, Karnataka",Data Scientist
153,"Delhi, Delhi",AVP - Data Scientist,Barclays,,"
Prior work in a comparable organisation as a data scientist or in a technical analyst role.
Use Python to extract, transform and analyse various types of data.
",3.9,"Delhi, Delhi",AVP Data Scientist
154,"Mumbai, Maharashtra",Data Scientist | 6 to 9 years | Mumbai & Bengaluru,Capgemini,,"
Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
",3.8,"Mumbai, Maharashtra",Data Scientist  6 9 years  Mumbai & Bengaluru
155,"Remote in Bengaluru, Karnataka",Data Scientist - Product Team,Tookitaki Holding PTE LTD,,"
We are looking for a data scientist with deep knowledge in machine learning and a strong passion for building ML products.
Experience in Scala would be a plus.
",,"Bengaluru, Karnataka",Data Scientist Product Team
156,"Chennai, Tamil Nadu",newAssociate Data Science Engineer,OEConnection,,"
They must have some experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models.
",,"Chennai, Tamil Nadu",Associate Data Science Engineer
157,India,Data Scientist - Associate,DBS Bank,,"
To support the data driven decision making for DBS products, processes, and business through the creation of data dashboards, infographics, models per business…
",3.9,,Data Scientist Associate
158,"Hybrid remote in Pune, Maharashtra","Analyst, Analytics & Metric",MasterCard,,"
Experience in data modeling, programming, querying, data mining and report development using large volumes of granular data to deliver business intelligence and…
",4.0,"Pune, Maharashtra",Analyst Analytics & Metric
159,"Hyderabad, Telangana",Data Science Engineer,Gainsight,,"
Gainsight is building a world-class team of Engineers with a mandate to architect, design, build, scale, and maintain our cutting-edge customer intelligence…
",4.2,"Hyderabad, Telangana",Data Science Engineer
160,"Chennai, Tamil Nadu",Lead Data Scientist,Kanini Software Solutions,,"
Master python coder with experience building demand forecasting pipelines including data wrangling, model development, model selection and model interpretation.
",,"Chennai, Tamil Nadu",Lead Data Scientist
161,Delhi,new3A/3B_Data Scientist/Sr.Data Scientist 1 1,Incedo,,"
Enhance data collection procedures by assessing the effectiveness and accuracy of data sources and data gathering techniques.
",,Delhi,3A3B_Data ScientistSr.Data Scientist 1 1
162,"Mumbai, Maharashtra",newData Visualization Associate 601 - Customer Experience Analy...,"JPMorgan Chase Bank, N.A.",,"
6-8 years of related experience in data visualization, analytics and data driven strategy roles.
Experience with data automation or data wrangling ETL tools…
",3.8,"Mumbai, Maharashtra",Data Visualization Associate 601 Customer Experience Analy
