,location,title,company,salary,summary,rating
3494,"Remote in Bengaluru, Karnataka",Product Designer (Remote),Sperax,Full-time,"
Sperax’s roadmap is to construct a full-stack Defi ecosystem based on USDs.
By partnering with cross-functional teams and customers, you will turn your insights…
",
3495,"Bengaluru, Karnataka",newData Engineer: Machine Learning,IBM,Full-time,"
To think along with clients and sell.
As a Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analyzing…
",3.9
3496,"Hyderabad, Telangana",Intern - Digital Marketing,[x]cube LABS,Internship,"
Unison to get our brand out, generate leads and connect with our customers and prospects.
Digital Marketing Intern will work directly with the marketing team to…
",
3497,"Bengaluru, Karnataka+2 locations",Application Developer: Content & Courseware Design,IBM,Full-time,"
Through our unique global delivery network; IBM offers global expertise coupled with a deep understanding of local capabilities, markets and cultures you could…
",3.9
3498,"Temporarily Remote in Indore, Madhya Pradesh",newSocial Media Manager,GrowRex Media,"₹5,000 - ₹10,000 a monthFull-time +1Day shift","
The primary focus will be to create content and update on Social Channels (Facebook, Twitter, Instagram, YouTube Etc) on a regular basis with the latest trends,…
",
3499,"Bengaluru, Karnataka+5 locations",newProject Manager: ADM,IBM,Full-time,"
At IBM, our Project Managers excel by leading and coordinating a project team’s overall performance, scope, cost, and deliverables.
",3.9
3500,"Bengaluru, Karnataka",Senior Manager - Learning Administration,IBM,Full-time,"
To think along with clients and sell.
They handle individual queries through calls and e-mail from all their clients (client employees and managers).
",3.9
3501,"Hyderabad, Telangana",Business Analyst Trainee,[x]cube LABS,,"
Perform Market Research and product study in the space of Mobile and Web products and suggest user-centric features that help build a product roadmap.
",
3502,"Bengaluru, Karnataka",Blockchain Developer,Happymonk Technology,,"
Minimal working with Polkadot, substrate, (can setup blockchain node and interact with it with CLI interface, setup chains across.
",
3503,"Mumbai, Maharashtra",Developer Relations,remoti,"₹5,40,000 a monthFull-time","
Genuine interest and belief in digital currency and blockchain technology.
5+ years of relevant experience, preferably in the blockchain and crypto space.
",
3504,"Kochi, Kerala",Sr. Content Design Manager,IBM,,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
3505,India,Black Belt,Bajaj Allianz General Insurance Company,,"
We are looking for candidates who have brilliant problem-solving skills, sharp eye for details and perspective to identify opportunity areas in processes and…
",4.0
3506,"Bengaluru, Karnataka",SOC Security Delivery Leader,IBM,,"
You will apply your technical skills to find the balance between enabling and securing the client's organization with the cognitive solutions that are making…
",3.9
3507,"Mumbai, Maharashtra",Strategy Consultant - Garage,IBM,,"
As a Strategy Consultant at IBM, you will help reinvent businesses and industries by developing and utilizing specialized knowledge of industry-specific and…
",3.9
3508,"Gurgaon, Haryana",Sr. Business Analyst,RevInfotech,,"
Creating project flows and documentations.
Monitoring team and maintaining work reports.
Wire framing and data modeling experience.
",3.0
3509,"Mumbai, Maharashtra",newUnity Game Developer,Digital Diquery,,"
Experience of developing blockchain-based games.
*A strong passion for gaming and blockchain technology.*.
*Write clean, well-tested, performant code.*.
",
3510,"Ahmedabad, Gujarat",newFull Stack Developer,BIG IT JOBS,"₹20,000 - ₹80,000 a month","
Responsible for implementation of a variety of schedule-critical, development and production programs.
Demonstrates up-to-date expertise in Software Engineering…
",
3511,"Remote in Bengaluru, Karnataka","Product Manager - Risk, Fraud & Operations",Transak,,"
To do this we integrate local compliance, regulations and payment methods from around the world with deep crypto integrations and liquidity.
",
3512,"Hyderabad, Telangana",Inside Sales Analyst,[x]cube LABS,,"
Execute a high volume of phone calls, LinkedIn messages, emails, and follow-ups to develop pipeline opportunities within target accounts of North America.
",
3513,"Pune, Maharashtra",Marketing Content Writer,Alepo,,"
Minimum BA/BS in science, engineering, media, or communications.
Build quality marketing collateral with input from both technical and sales teams.
",
3514,"Hyderabad, Telangana",new3d animation& Doodle Videos Creator,Kling Blockchain,"₹10,000 - ₹30,000 a month","
We are looking for a designer/ animator who can design white board animated videos using scribe or doodle software for our Start-UpJob Types: Part-time,…
",
3515,"Hyderabad, Telangana+1 location",newApplication Developer: ServiceNow,IBM,,"
Working closely with customers, business analysts, and team members to understand business requirements that drive the analysis and design of quality technical…
",3.9
3516,"Bengaluru, Karnataka",Software Developer - Scala developer role,IBM,,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
3517,"Kolkata, West Bengal",Application Architect: Microsoft .NET,IBM,,"
You will define the scope and vision for projects that deliver customized solutions using your knowledge of IBM platforms.
",3.9
3518,"Bengaluru, Karnataka",Project Manager Assistant,IBM,,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
3519,"Bengaluru, Karnataka",IN_RBEI_MM_SME,Bosch Group,,"
Consumer Goods and Building Technology.
The resource should have minimum 10-15 years of SAP MM Consulting experience in various industries.
",4.1
3520,"Gurgaon, Haryana",Product Manager,Skeps,,"
Manage entire lifecycle of the product from conception to final release and ensure that it can handle the complexities of the business.
",
3521,"Hyderabad, Telangana",Senior Business Manager,Providence Global Center,,"
The India center will have focused efforts around healthcare technology and innovation, and play a vital role in driving digital transformation for Improved…
",
3522,"Ahmedabad, Gujarat",newSQL Developer,IBM,,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
3523,"Pune, Maharashtra",Filesystem Developer,IBM,,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
3524,"Bengaluru, Karnataka",Space Management,IBM,,"
To think along with clients and sell.
Reporting to APAC Facility Management Lead.
The Space Management resource to ensure the service providers provide space…
",3.9
3525,"New Delhi, Delhi",Segment Leader- DBA,IBM,,"
To think along with clients and sell.
Solution Specialist for DBA portfolio (Digital Business Automation) are responsible for working with clients (core clients…
",3.9
3526,"Bengaluru, Karnataka",GCC Developer - Software Engineer,IBM,,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
3527,"Gurgaon, Haryana",newSocial Media Specialist,SKEPS,,"
Social Media calendar - Manage the social editorial calendars and ensure the integration of brand, product & social impact initiatives.
",
3528,"Bengaluru, Karnataka",Business Development – Public Sector,IBM,,"
To think along with clients and sell.
As a Business Development Specialist - Public Sector you will.
Build relationship with identified client accounts.
",3.9
3529,"Ahmedabad, Gujarat",Senior Performance Tester,IBM,,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
3530,"Remote in Salem, Tamil Nadu",newLead Game Engineer,Digital Artist Management,,"
LEAD GAME ENGINEER Location § 100% Remote on a fully distributed team Job Type § Permanent, Full-Time § Base + Benefits + Crypto Incentives Summary We are…
",
3531,"Remote in Bengaluru, Karnataka",DevOps Engineer,Transak,,"
You will be coordinating with our product engineering team to fix the long-regressed bug in our infrastructure causing AWS ELB requests to prematurely terminate…
",
3532,"Remote in Gurgaon, Haryana",Full Stack Developer,Panther Quant,"₹4,00,000 - ₹18,00,000 a year","
Experience with Ethereum blockchain platform.
4+ years of software development experience.
Strong proficiency on the frontend (React, React hooks, SSR HTML/CSS)…
",
3533,Remote,Associate Product Manager - EngageWith,SpringRole,,"
SpringRecruit — a forever-free applicant tracking system.
You will join a dynamic and fast-paced environment and work with cross-functional teams to design,…
",
3534,"Hyderabad, Telangana",VueJS Developer,[x]cube LABS,,"
Staying up-to-date with all recent developments in the JavaScript and Vue.js space.
We specialize in helping enterprises transform customer experience, and in…
",
3535,"Ahmedabad, Gujarat",newContent Writer,BIG IT jobs,"₹15,000 - ₹40,000 a month","
Full time @Recruitment Team in Design & Creative.
Research industry-related topics (combining online sources, interviews and studies).
",
3536,"Bengaluru, Karnataka","Partner Solution Director, Central Banks",Ripple,,"
Understanding of blockchains such as the XRP Ledger, open source protocols, or experience building distributed applications is a plus but not required.
",
3537,Remote,newFrontend Developer,netObjex,,"
NetObjex’s Matrix Digital Asset as-a Service (DAaaS) platform enables enterprises to manage digital assets by unlocking liquidity, detecting counterfeit goods,…
",
3538,Remote,Senior Blockchain Developer,Empower Consultant,"₹9,03,873 - ₹20,70,608 a year","
Development of Ethereum smart contracts with Solidity, and blockchain integration with existing applications.
Maintain a continuous integration pipeline for the…
",
3539,"Mumbai, Maharashtra",newSocial Media Marketing Intern,Codes 'n' Coffee Tech.,,"
Should be good at writing content.
Working on creative posts to increase brand awareness for the organization, ensuring that the target audience follows the…
",
3540,"Bengaluru, Karnataka",Application Architect: SAP Analytics,IBM,,"
You will define the scope and vision for projects that deliver customized solutions using your knowledge of IBM platforms.
Your day in the role will include...
",3.9
